what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1555890745497
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1555890745498
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1555890745498
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1555890745498
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1555890745499
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1555890745499
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1555890745499
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1555890745500
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1555890745500
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1555890745500
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1555890745501
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1555890745501
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1555890745502
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1555890745502
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1555890745502
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1555890745503
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1555890745503
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1555890745504
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1555890745504
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1555890745504
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1555890745505
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1555890745505
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1555890745506
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1555890745506
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1555890745506
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1555890745507
os,sysinfo,,,"macosx",1555890745509
arch,sysinfo,,,"x86_64",1555890745509
ws,sysinfo,,,"cocoa",1555890745509
locale,sysinfo,,,"en_US",1555890745509
processors,sysinfo,,,"4",1555890745509
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1555890745509
java.runtime.version,sysinfo,,,"1.6.0_65-b14-468",1555890745509
java.specification.name,sysinfo,,,"Java Platform API Specification",1555890745509
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1555890745509
java.specification.version,sysinfo,,,"1.6",1555890745509
java.vendor,sysinfo,,,"Apple Inc.",1555890745509
java.version,sysinfo,,,"1.6.0_65",1555890745509
java.vm.info,sysinfo,,,"mixed mode",1555890745509
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1555890745509
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1555890745509
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1555890745509
java.vm.specification.version,sysinfo,,,"1.0",1555890745509
java.vm.vendor,sysinfo,,,"Apple Inc.",1555890745509
java.vm.version,sysinfo,,,"20.65-b04-468",1555890745509
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1555890761864
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1555890761867
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1555890767114
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1555890767458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1555890768578
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1555890817832
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1555890817833
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1555890817833
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1555890817834
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1555890817834
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1555890817834
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1555890817835
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1555890817835
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1555890817835
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1555890817836
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1555890817836
